Acidobacteria,Actinobacteria,Aquificae,Armatimonadetes,Atribacterota,Bacteroidetes,Balneolaeota,Caldiserica,Calditrichaeota,Candidatus_Absconditabacteria,Candidatus_Bipolaricaulota,Candidatus_Cloacimonetes,Candidatus_Omnitrophica,Candidatus_Saccharibacteria,Chlamydiae,Chlorobi,Chloroflexi,Chrysiogenetes,Coprothermobacterota,Cyanobacteria,Deferribacteres,Deinococcus.Thermus,Dictyoglomi,Elusimicrobia,Fibrobacteres,Firmicutes,Fusobacteria,Gemmatimonadetes,Ignavibacteriae,Kiritimatiellaeota,Nitrospirae,Planctomycetes,Proteobacteria,Spirochaetes,Synergistetes,Tenericutes,Thermodesulfobacteria,Thermotogae,Unassigned,Verrucomicrobia,F_B_ratio,group
0.0025,0.45888,0.00052,1.00E-04,1.00E-04,84.83118,1.00E-04,0,0.00014,8.00E-05,6.00E-05,2.00E-05,4.00E-05,0.00296,6.00E-04,0.00182,0.00368,0.00026,0,0.00922,0.00046,0.00486,6.00E-05,4.00E-04,0.00038,12.79194,0.00398,0.00042,0.00048,0.00032,0.00064,0.00618,0.41954,0.00916,0.00438,0.0023,0.00014,0.00114,0,1.44096,0.150792904,unfavor-type
0.00178,0.41588,0.00014,8.00E-05,0,54.83876,4.00E-05,2.00E-05,0,4.00E-05,2.00E-05,0,2.00E-05,0.00188,0.00024,0.00118,0.0023,0.00026,0,0.00582,0.00022,0.00478,2.00E-05,0.00016,0.00018,7.67016,0.00212,0.00066,0.00014,0.00046,0.00042,0.00462,0.75538,0.00536,0.00378,0.00192,2.00E-04,0.00092,0,36.28004,0.139867495,unfavor-type
0.00284,0.25174,0.0013,0.00024,0,79.00858,0.00026,2.00E-05,0.00014,4.00E-05,4.00E-05,0.00014,8.00E-05,0.0012,0.00124,0.00214,0.00534,0.00016,6.00E-05,0.01192,0.0018,0.00448,4.00E-05,2.00E-04,0.00018,18.86566,0.0056,0.00046,0.00074,0.00052,0.00078,0.008,1.7675,0.0127,0.01882,0.00566,0.00024,0.00154,2.00E-05,0.01758,0.238779889,unfavor-type
0.0024,16.46412,0.00022,0.00022,0,56.71516,0.00038,0,0.00018,2.00E-04,4.00E-05,0,6.00E-05,0.00092,0.00054,0.002,0.0054,0.00026,4.00E-05,0.01424,0.00036,0.00414,8.00E-05,8.00E-05,0.00018,11.42606,0.80314,5.00E-04,0.00036,0.00022,0.00064,0.00622,3.9189,0.01188,0.01132,0.00472,0.00014,0.00128,0,10.6034,0.201463947,unfavor-type
0.00324,1.05298,7.00E-04,4.00E-05,6.00E-05,80.60642,0.00016,0,6.00E-05,8.00E-05,4.00E-05,4.00E-05,0.00014,0.0068,0.00068,0.00176,0.00298,0.00018,0,0.01024,0.00146,0.00394,0.00016,6.00E-05,0.00034,17.76182,0.00754,5.00E-04,0.00116,0.00046,0.00102,0.00674,0.49974,0.01242,0.00462,0.00298,0.00022,0.00184,4.00E-05,0.00634,0.220352424,unfavor-type
0.00264,2.20786,0.00042,0.00028,0,75.52338,0.00024,0,0.00012,6.00E-05,0,6.00E-05,4.00E-05,0.00038,0.00024,0.00162,0.0022,6.00E-05,2.00E-05,0.00854,0.00026,0.00244,0,2.00E-04,0.00024,20.03728,0.00476,0.00056,8.00E-05,0.00078,0.00052,0.00484,2.15588,0.00998,0.0034,0.00194,0.00034,0.00098,6.00E-05,0.0273,0.265312278,unfavor-type
0.0105,8.02304,0.00116,0.00092,1.00E-04,70.18228,0.00212,8.00E-05,0.00058,0,2.00E-04,0.00028,0.00012,0.01358,0.00264,0.01042,0.012,0.00084,0.00022,0.0408,0.00194,0.01586,0.00028,6.00E-04,0.00138,19.71552,0.01244,0.0033,0.00078,0.00486,0.00194,0.02788,1.74646,0.03642,0.01686,0.02328,0.00152,0.00748,0.00016,0.07916,0.280918773,unfavor-type
0.000149945,0.044458573,0.001799335,0,0,96.44848728,0,0,0,0,0,0,0,7.50E-05,0,0.000674751,0.007047396,0,0,0.004198449,0,0.000374861,0,0,0,3.291433815,0.001499446,7.50E-05,0.004123476,0,7.50E-05,0.001274529,0.167788002,0.001124584,7.50E-05,0.000674751,0,0.001574418,0,0.023016495,0.034126339,unfavor-type
0.00846,0.95492,0.00224,0.00062,0.00044,71.82424,0.00054,0,1.00E-04,4.00E-05,0.00012,0,3.00E-04,0.00168,0.00122,0.00598,0.00828,0.00074,0,0.0286,0.00222,0.01864,0.00026,6.00E-04,0.00138,24.27316,0.01116,0.00198,0.00066,0.00112,0.00184,0.01952,2.75674,0.02452,0.01528,0.01098,0.00078,0.00478,2.00E-05,0.01584,0.337952201,unfavor-type
0.00444,2.01354,0.00068,0.00096,0.00044,61.83974,0.00022,0,0.00024,0.00012,2.00E-05,0.00014,0.00036,0.08446,6.00E-04,0.00398,0.00818,0.00042,0,0.02062,0.00116,0.009,0.00016,0.00014,0.00084,33.16274,0.03862,0.00024,0.00082,0.00064,0.00082,0.0119,2.41374,0.01678,0.14812,0.00866,0.00046,0.00278,0,0.20322,0.536269072,unfavor-type
0.00204,0.23338,0.00068,0.00016,6.00E-05,82.83794,0.00012,2.00E-05,0.00012,6.00E-05,6.00E-05,6.00E-05,2.00E-05,0.00032,0.00048,0.0018,0.00278,6.00E-05,0,0.00968,6.00E-04,0.0035,1.00E-04,0.00036,0.00042,14.54668,0.00672,0.00018,0.00022,0.00032,0.00072,0.0056,0.70594,0.00962,1.54644,0.00254,0.00032,0.00122,4.00E-05,0.07862,0.175604077,unfavor-type
0.01164,2.94648,0.00216,0.00092,0.00016,56.23786,0.00078,2.00E-05,0.00074,0,6.00E-05,0.00024,0.00048,0.00106,0.00176,0.00914,0.01058,0.00024,0,0.03586,0.00314,0.0142,0.00026,0.00124,0.00232,37.44428,0.03924,0.00102,0.00078,0.0013,0.00222,0.02908,1.48302,0.03758,0.01276,0.01292,0.001,0.00728,2.00E-04,1.64598,0.665819788,favor-type
0.0192,6.64302,0.00238,4.00E-04,3.00E-04,71.66606,0.00062,2.00E-05,0.00024,1.00E-04,0.00052,4.00E-05,0.00038,0.00594,0.00046,0.00838,0.00956,0.00072,2.00E-05,0.0312,0.0057,0.02896,0.00012,0.00038,0.00338,18.86828,0.0085,0.00928,0.00056,0.00468,0.00142,0.03786,2.55854,0.02114,0.01358,0.01006,0.00086,0.0042,6.00E-05,0.03288,0.263280554,unfavor-type
0.013301993,5.880312406,0.001454906,0.000872943,0.000311765,48.8399103,0.000540393,2.08E-05,0.001267846,0.000270197,0.000561178,4.16E-05,0.000353334,0.001205493,0.001434121,0.00914512,0.020597305,0.000581962,4.16E-05,0.042753438,0.003034517,0.034273417,0.000145491,0.001122356,0.000997649,40.05995042,0.013385131,0.003304714,0.000748237,0.002805889,0.002494124,0.027913402,4.923566539,0.046473839,0.025440062,0.010080417,0.0006651,0.005487072,8.31E-05,0.02304986,0.820229811,unfavor-type
0.002,2.60262,0.00058,6.00E-05,6.00E-05,51.24812,0.00018,0,0.00024,0.00012,6.00E-05,0,6.00E-05,0.00098,0.00052,0.00174,0.00268,0.00022,4.00E-05,0.01154,0.00058,0.00566,1.00E-04,0.00024,0.00028,17.99348,0.00486,0.00026,2.00E-04,2.00E-04,7.00E-04,0.00542,0.71614,0.01456,0.0059,0.00198,0.00024,0.00106,0,27.37632,0.351105172,unfavor-type
0.00362,1.8824,0.00172,0.00012,4.00E-04,58.32054,2.00E-04,4.00E-05,1.00E-04,0.00044,2.00E-05,6.00E-05,0.00026,0.01426,0.00124,0.0038,0.00648,0.00018,0,0.01972,0.00276,0.00572,0.00012,0.00068,0.00134,35.92472,0.02056,0.00028,0.00104,0.00014,0.0021,0.0107,3.70462,0.03066,0.00396,0.01368,0.00086,0.00414,8.00E-05,0.01624,0.615987438,unfavor-type
0.01334,0.94308,0.00226,0.00138,0.00014,67.50384,0.00046,6.00E-05,0.00082,2.00E-05,8.00E-05,2.00E-04,0.00062,0.00066,0.00146,0.00892,0.01324,0.0011,6.00E-05,0.0311,0.00222,0.01704,0.00012,0.00064,0.00164,23.23398,0.01232,0.00248,0.00134,0.00436,0.00194,0.02442,3.6015,0.03,0.0143,0.00802,0.00052,0.00338,0,4.51694,0.344187531,favor-type
0.00226,0.34632,6.00E-05,2.00E-05,0,86.8915,4.00E-05,0,0,0,0,0,0,6.00E-05,8.00E-05,0.00192,0.00112,0.00036,0,0.0042,1.00E-04,0.00064,2.00E-05,0.00024,0.00014,11.59834,0.00072,0.00028,4.00E-05,6.00E-05,8.00E-05,0.00284,1.1392,0.0026,0.00092,6.00E-04,0.00014,0.00052,0,0.00458,0.13348072,unfavor-type
0.00376,8.6191,0.00054,0.00016,0,62.78772,8.00E-05,0,0.00044,0,0.00014,1.00E-04,2.00E-05,0.0017,0.00034,0.00276,0.00764,0.00036,0,0.01836,0.00294,0.00908,2.00E-05,0.00032,0.00078,27.14772,0.00788,0.00062,0.00078,0.00056,0.00124,0.00926,1.32424,0.01866,0.00898,0.00456,0.00044,0.00296,0,0.01574,0.432373082,unfavor-type
0.00842,2.65452,0.0017,0.00032,4.00E-05,53.45958,0.00032,3.00E-04,0.00034,4.00E-05,0.00026,0.00014,0.00016,0.00384,0.00106,0.00426,0.01378,0.00054,2.00E-05,0.02972,0.00178,0.01424,4.00E-04,0.00096,0.0019,41.9078,0.01864,0.0014,0.00064,0.0016,0.0022,0.01826,1.23546,0.05184,0.013,0.02258,0.00096,0.00396,0.00018,0.52284,0.783915624,favor-type
0.01838,4.1804,0.00284,0.0017,4.00E-05,42.22794,0.00088,0.00028,0.00064,4.00E-05,0.00036,0.00044,0.00064,0.00034,0.0031,0.0093,0.02168,0.00204,1.00E-04,0.05204,0.00342,0.02818,0.00026,0.0011,0.00276,49.19778,0.02556,0.00282,0.0019,0.00444,0.00476,0.0394,3.97202,0.06186,0.0411,0.04582,0.00176,0.00696,0.00034,0.03458,1.165052806,favor-type
0.00952,1.22052,0.0021,0.00052,0.00016,64.78094,0.00036,0,1.00E-04,2.00E-05,1.00E-04,2.00E-04,0.00034,3.00E-04,0.00088,0.00852,0.00734,9.00E-04,4.00E-05,0.03118,0.00128,0.01114,0.00042,0.00024,0.00094,21.23318,0.00976,0.00158,0.0012,0.00116,0.0011,0.01854,12.55584,0.02434,0.01554,0.00392,7.00E-04,0.0038,0,0.05128,0.327768939,unfavor-type
0.00074,0.35066,0.00022,4.00E-05,0,88.426,0.00014,2.00E-05,1.00E-04,0,0,6.00E-05,1.00E-04,0.0062,0.00032,4.00E-04,0.00214,4.00E-05,0,0.0034,0.00016,0.00128,2.00E-05,2.00E-04,1.00E-04,7.2459,0.00216,0.00024,0.00014,0.00014,0.00028,0.00284,3.94274,0.00514,0.00118,0.0013,0,0.00054,0,0.00506,0.081943094,unfavor-type
0.0049,1.05628,0.00034,0.00014,2.00E-05,81.8338,6.00E-05,2.00E-05,8.00E-05,0,6.00E-05,0,4.00E-05,0.01096,0.00038,0.00272,0.00256,0.00036,0,0.01026,0.00028,0.0043,0.00012,6.00E-05,0.00054,16.21822,0.00226,0.00026,0.00034,5.00E-04,6.00E-04,0.00752,0.81642,0.0097,0.00298,0.00244,0.00024,0.00068,0,0.00956,0.198184858,unfavor-type
0.0014,0.16688,0.00034,0,0,86.61552,2.00E-05,0,4.00E-05,0,0,4.00E-05,2.00E-05,0,6.00E-05,0.00148,0.00134,6.00E-05,0,0.00482,2.00E-04,0.00156,0,0,0.00016,12.5503,0.00632,2.00E-04,3.00E-04,0.00022,0.00044,0.00298,0.62986,0.00424,0.00162,0.00096,2.00E-05,0.00038,0,0.00822,0.144896665,unfavor-type
0.00036,0.17644,0.00072,6.00E-05,8.00E-05,79.85334,0,0,0,0,0,4.00E-05,0,0.00016,0.00048,0.00048,0.00062,0,0,0.00396,0.00042,0.00062,0.00014,0.00024,0.00022,18.64954,0.18996,1.00E-04,0.00016,0.00012,0.00018,0.00202,0.14318,0.00728,0.001,0.00164,6.00E-05,0.00102,2.00E-05,0.96534,0.233547401,unfavor-type
0.00102,0.45838,0.00016,1.00E-04,2.00E-05,76.31274,0.00012,2.00E-05,0.00012,0,2.00E-05,6.00E-05,8.00E-05,0.00092,0.00016,0.00064,0.00058,0.00012,0,0.0032,6.00E-05,0.00154,6.00E-05,8.00E-05,4.00E-05,22.66356,0.00226,0.00012,2.00E-05,2.00E-05,0.00016,0.00184,0.53894,0.00434,0.00118,0.00114,8.00E-05,0.00072,0,0.00538,0.296982653,unfavor-type
0.0018,1.3452,0.00044,1.00E-04,2.00E-05,82.57522,1.00E-04,0,0.00016,2.00E-05,0,8.00E-05,4.00E-05,0.01446,0.00014,0.00146,0.0018,1.00E-04,2.00E-05,0.00508,2.00E-04,0.00172,0,4.00E-05,0.00018,15.30562,0.00272,0.00022,4.00E-05,0.00014,0.00048,0.00408,0.71524,0.00484,0.00968,0.00098,4.00E-05,0.00044,4.00E-05,0.00706,0.185353669,unfavor-type
0.00926,0.72862,0.00182,0.00076,0.00016,72.19832,0.00122,2.00E-04,0.00064,2.00E-04,6.00E-05,0.00026,1.00E-04,0.00026,0.00158,0.00686,0.01026,0.00066,2.00E-05,0.03312,0.00182,0.01294,3.00E-04,0.0012,0.00074,24.2621,0.36938,0.00116,0.00156,0.0012,0.00144,0.02,1.86346,0.03122,0.01094,0.01546,0.00118,0.0047,2.00E-05,0.4048,0.336047986,favor-type
0.0058,2.29906,0.00118,0.00018,0.00016,60.40498,8.00E-05,0,0.00016,1.00E-04,4.00E-05,1.00E-04,0.00014,8.00E-05,0.00116,0.00332,0.00434,0.00042,0,0.0225,0.00142,0.00996,0.00032,6.00E-04,0.00152,34.3164,0.01106,9.00E-04,0.00036,0.00074,0.00088,0.01236,2.84102,0.02352,0.00916,0.0065,5.00E-04,0.00292,4.00E-05,0.01602,0.568105477,favor-type
0.01732,2.02506,0.0016,0.0013,0.00014,58.59374,0.00094,0.00014,5.00E-04,0,3.00E-04,0.00048,0.00034,0.00966,0.00102,0.00802,0.01862,0.00024,0.00014,0.04336,0.00124,0.02842,1.00E-04,0.00058,0.00182,36.21974,0.01978,0.00382,0.0015,0.00176,0.00368,0.03492,2.76444,0.04454,0.02724,0.00786,0.0011,0.00628,6.00E-05,0.1082,0.618150335,favor-type
0.00516,0.55458,0.00228,0.00046,0.00046,74.0123,0.00018,8.00E-05,0.00024,0,6.00E-05,0.00016,0.00032,0.0046,0.00124,0.00296,0.00934,0.00022,4.00E-05,0.02578,0.00156,0.0089,4.00E-04,0.00046,0.00056,24.21444,0.02272,0.00112,0.00086,0.00074,0.0013,0.01352,1.03576,0.02524,0.00948,0.02296,0.00076,0.00522,0.00016,0.01338,0.327167782,unfavor-type
0.00706,4.30734,0.00142,0.00072,0,60.33822,0.00034,0.00024,0.00062,0.00024,1.00E-04,0.00016,0.00016,0.01452,0.0013,0.00368,0.00818,0.00046,0,0.02662,0.00196,0.01808,0.00018,0.00076,0.00048,26.74076,0.00892,0.00202,0.00052,0.00088,0.00146,0.01898,1.06914,0.02344,0.01354,0.007,0.00068,0.00208,2.00E-05,7.37772,0.443181121,unfavor-type
0.0018,1.5065,0.00024,8.00E-05,0.00012,73.55292,0.00014,0,4.00E-05,4.00E-05,4.00E-05,0,8.00E-05,0.00012,0.00036,0.0018,0.0019,4.00E-05,0,0.00664,6.00E-04,0.00498,6.00E-05,1.00E-04,0.00038,9.71564,0.00224,4.00E-04,0.00022,0.00032,0.00072,0.00552,0.35106,0.00944,0.0041,0.00146,0.00024,0.00048,0,14.82918,0.132090473,unfavor-type
0.00066,0.37646,6.00E-05,0,0.00024,80.67308,8.00E-05,0,2.00E-05,0,0,2.00E-05,2.00E-05,8.00E-05,6.00E-05,0.00086,0.00066,2.00E-05,0,0.00446,0.00034,0.00112,0.00016,0,0.00042,17.80964,0.00222,0.00014,8.00E-05,1.00E-04,2.00E-04,0.00158,1.1133,0.00344,0.00104,0.0016,0.00016,0.00058,0,0.0071,0.22076311,unfavor-type
0.00244,0.26394,0.00036,0.00014,1.00E-04,80.69084,0,0,0.00016,1.00E-04,0,8.00E-05,8.00E-05,6.00E-05,2.00E-04,0.00136,0.00458,0.00018,0,0.0097,0.00074,0.0031,2.00E-05,0.00024,0.00032,18.70666,0.00472,0.00052,2.00E-04,0.00034,0.00088,0.00456,0.27158,0.0097,0.00746,0.00286,0.00012,0.00154,4.00E-05,0.01008,0.231831271,unfavor-type
0.00058,0.54938,1.00E-04,4.00E-05,2.00E-05,79.54528,0,0,0,0,0,6.00E-05,6.00E-05,0,0.00016,3.00E-04,6.00E-04,2.00E-05,2.00E-05,0.00174,8.00E-05,7.00E-04,0,2.00E-05,6.00E-05,17.71738,0.00198,0.00012,8.00E-05,4.00E-05,0.00014,0.00122,2.16492,0.0023,0.00042,0.00842,2.00E-05,0.00062,0,0.00312,0.222733266,unfavor-type
0.00224,0.86642,0.00022,6.00E-05,2.00E-05,84.60958,0.00016,2.00E-05,0.00022,4.00E-05,2.00E-05,8.00E-05,0,2.00E-04,0.00048,0.00148,0.00236,8.00E-05,0,0.0079,0.00028,0.00334,6.00E-05,0.00014,3.00E-04,13.80436,0.00186,0.00036,6.00E-05,0.00024,0.00046,0.00606,0.57028,0.00592,0.00338,0.00154,0.00012,0.00076,0,0.1089,0.163153629,unfavor-type
0.0039,0.73302,0.00066,3.00E-04,0.00022,77.40266,8.00E-05,0,0.00022,0,0,0.00016,2.00E-04,0.00038,0.00084,0.00222,0.0038,6.00E-05,0,0.01046,0.00064,0.00466,0.00058,0.00034,0.00062,20.03652,0.0097,8.00E-04,0.00054,0.00026,0.0016,0.00822,1.30858,0.01602,0.00458,0.00992,0.00048,0.00266,0,0.4341,0.258860871,unfavor-type
0.00384,1.03138,7.00E-04,6.00E-04,0.00024,80.37874,0,0,0.00034,0.00012,0,6.00E-05,0.00012,0.00146,0.00064,0.00166,0.00336,0.00026,0,0.00786,0.00086,0.0046,0.00018,0.00052,0.00044,12.08072,0.0072,0.00082,7.00E-04,6.00E-04,0.00096,0.00694,0.86586,0.01294,0.00452,0.00688,3.00E-04,0.00232,4.00E-05,5.57122,0.150297454,unfavor-type
0.01288,2.15966,0.00184,0.0012,1.00E-04,55.6783,0.00024,4.00E-05,3.00E-04,1.00E-04,0.00014,0.00036,0.00036,0.00354,0.00188,0.0089,0.016,5.00E-04,0.00024,0.03508,0.00224,0.01794,0.00016,0.00096,0.00096,33.01014,0.01306,0.00356,0.00186,0.00472,0.0028,0.02958,1.7905,0.03908,0.02198,0.01308,0.0011,0.00474,4.00E-05,7.11984,0.592872627,favor-type
0.01214,4.48026,0.00136,0.00062,2.00E-04,45.88076,0.00046,8.00E-05,0.00042,4.00E-05,8.00E-05,0.00012,2.00E-04,0.0073,0.00156,0.00786,0.01412,0.00048,0.00018,0.0307,0.00222,0.01622,0.00016,0.00084,0.00126,33.22084,0.01286,0.00258,0.00148,0.0036,0.00256,0.02696,1.44406,0.04332,0.0374,0.01912,7.00E-04,0.0053,0,14.71958,0.724069087,favor-type
0.01528,2.43444,0.00212,0.00126,0.00024,51.9517,0.00026,4.00E-05,0.00058,1.00E-04,0.00028,0.00034,0.00038,0.016,0.0022,0.0081,0.01568,0.00074,0.00016,0.0382,0.00434,0.0186,0.00018,0.00094,0.00138,34.6701,0.01824,0.00302,0.00272,0.00366,0.00244,0.03248,4.18184,0.04192,0.02414,0.02306,0.0013,0.00576,1.00E-04,6.47568,0.66735256,favor-type
0.028462917,16.378894,0.003143495,0.003829348,5.72E-05,55.90585519,0.001371707,0.000342927,0.000943048,5.72E-05,0.000428658,0.00051439,0.001171666,0.002457641,0.004029389,0.020975684,0.032578037,0.002000406,0.000200041,0.059412052,0.004515202,0.046895227,0,0.001371707,0.004057966,19.53956374,0.016203287,0.004458047,0.001457439,0.009830566,0.005715445,0.073472047,3.363996696,0.080702085,0.081702288,0.028834421,0.001257398,0.009830566,0.000114309,4.279296657,0.34950836,unfavor-type
0.01694,4.2894,0.00174,0.0017,0,64.67448,0.00078,0.00028,0.00038,0,0.00022,0.00048,0.00088,0.00088,0.00202,0.01226,0.01958,0.00118,0.00056,0.03778,0.0024,0.02914,0,0.0011,0.0024,13.09636,0.0077,0.00462,0.00088,0.01142,0.0034,0.0637,2.3754,0.04886,0.06606,0.0091,0.00114,0.0047,4.00E-05,15.21004,0.202496564,unfavor-type
0.0096,1.22164,0.00188,0.00072,0.00014,56.8844,0.00044,0,0.00062,0.00012,0.00088,3.00E-04,0.00078,0.02266,0.00112,0.00872,0.0127,4.00E-04,2.00E-05,0.03286,0.0011,0.0183,0.00048,0.00074,0.00136,36.34722,0.0192,0.00178,0.00236,0.00176,0.00308,0.02462,4.6428,0.03896,0.01542,0.01072,0.00102,0.00362,0,0.66546,0.638966395,favor-type
0.00478,1.09552,0.00108,0.00058,0.00072,64.27668,3.00E-04,4.00E-05,0.00014,4.00E-05,8.00E-05,0.00014,0.00018,6.00E-04,0.00082,0.004,0.00588,0.00032,4.00E-05,0.0178,0.00144,0.00674,0.00032,0.00064,0.001,31.8836,0.01258,0.00086,0.00058,0.00058,0.00178,0.01086,2.61672,0.0218,0.0086,0.0074,9.00E-04,0.00348,4.00E-05,0.01034,0.496036821,favor-type
0.007252048,1.16760013,0.001242626,0.000162967,0.001181513,12.08529386,0.000366677,0,0.000774095,0.000346306,0,0.000407418,0.000183338,0.040232571,0.003340831,0.003768621,0.007577983,0.000101855,0,0.026400715,0.003951959,0.006987226,0.000835208,0.000346306,0.000203709,84.8013774,0.024669186,0.00087595,0.001588932,8.15E-05,0.00222043,0.014768918,1.714151965,0.043614144,0.005602004,0.01081696,0.000712982,0.004827908,2.04E-05,0.016113399,7.016906527,favor-type
0.013846536,2.746045839,0.001781178,0.000932998,0.000106022,59.22808001,0.001166247,0.000127227,0.000551317,4.24E-05,4.24E-05,0.000148431,0.000720953,0.001844791,0.000572521,0.008333367,0.016030599,0.001759973,0,0.032760946,0.001865996,0.034817782,0.000127227,0.000784566,0.001335883,35.25574,0.006891461,0.001759973,0.000996611,0.00273538,0.002692971,0.033693944,2.504569039,0.034118034,0.025084919,0.005555578,0.001081429,0.005746418,0,0.025509009,0.595253805,favor-type
0.010484599,1.841063536,0.002010119,0.000342634,0.000456845,48.99158263,0.000434003,0,0.00020558,0.000159896,0.000228423,0.000365476,0.000456845,0.006030357,0.00121064,0.008291741,0.010827233,0.000228423,2.28E-05,0.02795893,0.003038021,0.016012426,0.000456845,0.000822321,0.002786756,47.33565563,0.051897621,0.002992336,0.001690327,0.001439063,0.005162351,0.024486906,1.460191647,0.037301415,0.024304168,0.010484599,0.001164955,0.006715625,0.000137054,0.110899186,0.966199765,favor-type
0.01096,1.20024,0.00232,0.00058,0.00036,57.77196,0.00036,0,0.00028,0.00014,0.00016,1.00E-04,0.00014,0.00228,0.00102,0.00696,0.01338,0.00032,4.00E-05,0.0352,0.00298,0.01824,0.00052,0.00054,0.00238,39.10082,0.01588,0.00356,0.00194,0.00128,0.00476,0.03014,1.61176,0.04178,0.02778,0.01106,0.00182,0.00678,0.00012,0.06906,0.676813111,favor-type
0.00763295,0.528147612,0.001595246,0.000484632,0,70.7238419,0.000161544,0.000646176,0.00020193,0,0.000141351,0.000323088,0.000242316,0.001050035,0.001272158,0.004725159,0.008097388,0.000343281,4.04E-05,0.029098096,0.002604896,0.012358109,0.000343281,0.000444246,0.001797176,25.66989229,0.016861145,0.001332737,0.000424053,0.001050035,0.002100071,0.017103461,2.838629348,0.035963712,0.011934056,0.018052532,0.001211579,0.003877054,0.000121158,0.055853806,0.362959528,unfavor-type
0.0066,0.88784,0.0016,0.00102,0.00014,60.63686,0.0015,4.00E-05,0.00048,0.00012,8.00E-05,0.00016,0.00018,0.0041,0.00072,0.00454,0.00916,0.00042,0,0.02224,0.00156,0.01024,0.00062,3.00E-04,0.00106,34.85188,0.0131,0.00198,0.00128,0.00166,0.00184,0.01866,1.1173,0.02708,0.01672,0.02854,0.00052,0.0044,8.00E-05,2.32338,0.574763931,favor-type
0.00524,0.89846,0.0012,0.00048,2.00E-05,70.35448,0.00182,0,0.00064,8.00E-05,1.00E-04,8.00E-05,0.00028,0.00046,0.0015,0.005,0.00754,5.00E-04,4.00E-05,0.02038,0.0012,0.00794,0.00048,0.00048,0.00094,26.30896,0.01004,0.00164,0.00112,0.00172,0.00216,0.01658,1.12384,0.0235,0.01492,0.01884,6.00E-04,0.00668,4.00E-05,1.16002,0.37394861,unfavor-type
0.011,1.64754,0.0012,0.00088,8.00E-05,68.30614,0.00086,0.00012,0.00036,0.00036,0.00016,8.00E-05,0.00034,0.00068,0.00216,0.00656,0.01094,0.00102,2.00E-05,0.0309,0.00322,0.01474,5.00E-04,0.00068,0.00122,24.78436,0.01818,0.00146,0.00118,0.00382,0.0026,0.02304,1.53454,0.03558,0.21056,0.05036,0.00098,0.00614,0.00016,3.28528,0.362842345,unfavor-type
0.01162,0.91966,0.0021,0.00108,0.00014,71.7804,0.00074,0.00012,0.00028,0.00016,0.00026,0.00038,0.00026,0.00124,0.00124,0.00978,0.01928,0.00032,2.00E-05,0.04712,0.0012,0.02106,0.00054,0.00142,0.00098,22.48792,0.02682,0.00382,7.00E-04,0.0024,0.00472,0.03286,1.5871,0.04762,0.02626,0.02334,8.00E-04,0.00742,2.00E-05,2.9268,0.31328775,favor-type
0.01079854,0.904042809,0.003471936,0.001120861,0.000191367,74.89189158,0.001011509,0,0.000273381,8.20E-05,2.73E-05,0.000492085,0.000273381,0.001230213,0.001175537,0.006916533,0.018425863,0.000519423,0,0.048935155,0.000956833,0.022854631,0.001530932,0.001312228,0.00155827,20.48242408,0.036961078,0.003745316,0.000273381,0.002077694,0.005713658,0.032122238,1.709695886,0.048880478,0.027310737,0.033707847,0.0005741,0.008748184,0.000273381,1.688399525,0.273493213,unfavor-type
0.00558,0.67532,0.00092,1.00E-04,4.00E-05,78.77754,0.00016,0.00018,0.00024,8.00E-05,2.00E-05,6.00E-05,6.00E-05,0.00362,0.00102,0.00354,0.0061,0.00014,2.00E-05,0.01782,0.00062,0.01024,0.00026,0.00036,0.00174,19.33074,0.00938,0.00048,0.00076,0.00042,0.00106,0.01066,0.68208,0.01638,0.0419,0.01134,0.00094,0.00368,2.00E-05,0.38438,0.2453839,unfavor-type
0.00708,0.86262,0.00104,0.00022,1.00E-04,71.68528,0.00014,0.00018,0.00046,0.00012,8.00E-05,4.00E-05,0.00022,0.02616,0.00196,0.00512,0.0086,3.00E-04,2.00E-05,0.02824,0.00116,0.01102,0.00016,0.00052,0.00224,25.23822,0.00934,8.00E-04,0.00082,0.00072,0.00144,0.01334,1.63744,0.02034,0.32658,0.01026,0.00104,0.00444,0,0.09214,0.352069769,favor-type
0.00814,1.92846,0.0023,0.00036,3.00E-04,59.06662,0.00028,0.00012,0.00118,0.00012,2.00E-05,2.00E-04,2.00E-04,0.03046,0.00192,0.00684,0.01062,0.00044,6.00E-05,0.0314,0.00268,0.01414,0.00016,7.00E-04,0.00126,36.80176,0.0131,0.00118,0.00108,0.00062,0.00242,0.01924,1.69884,0.02776,0.02066,0.01948,0.00114,0.00306,4.00E-05,0.28064,0.62305512,unfavor-type
0.00244,1.70222,4.00E-04,2.00E-04,0,74.65258,2.00E-05,0,1.00E-04,0,2.00E-05,6.00E-05,1.00E-04,0.00174,0.00028,0.0016,0.00296,0.00034,4.00E-05,0.0089,0.00078,0.00292,1.00E-04,0.00038,0.00032,22.93414,0.00496,3.00E-04,0.00042,0.00026,0.00066,0.00568,0.65412,0.0091,0.00248,0.00266,0.00024,0.00126,0,0.00522,0.307211619,favor-type
