"","KO","KO_ID","fc","auroc","p.val","p.adj","cohen.d","ID","L1","id1","L2","id2","L3","gene","protein","EC"
"1696","K02355","K02355",0.105755866233949,0.656039433817212,3.16371250363697e-13,4.80676465424844e-12,0.337100720494513,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3029,"Mitochondrial biogenesis [BR:ko03029","fusA, GFM, EFG"," elongation factor G",""
"1698","K02356","K02356",-0.0257226511143436,0.433983026575619,0.00204872676259882,0.0066063900175824,-0.204324518145706,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3012,"Translation factors [BR:ko03012","efp"," elongation factor P",""
"1699","K02357","K02357",-0.0501535146383027,0.390396297803705,3.07760423146064e-07,2.53704285456844e-06,-0.344260616100745,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3029,"Mitochondrial biogenesis [BR:ko03029","tsf, TSFM"," elongation factor Ts",""
"1701","K02358","K02358",-0.0214913559353348,0.417861288231659,0.000125063667839376,0.000590964868575847,-0.256776141940546,"A09150","Organismal Systems",9159,"Environmental adaptation",4626,"Plant-pathogen interaction [PATH:ko04626","tuf, TUFM"," elongation factor Tu",""
"1705","K02361","K02361",-0.1323457001382,0.308634438264068,0,0,-0.541784507543441,"A09100","Metabolism",9108,"Metabolism of cofactors and vitamins",130,"Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130","entC"," isochorismate synthase ","EC:5.4.4.2"
"1707","K02362","K02362",-0.0219511135472761,0.417529658270399,0.000115633861522912,0.000553314673011362,-0.203208817007797,"A09180","Brite Hierarchies",9181,"Protein families: metabolism",1008,"Polyketide biosynthesis proteins [BR:ko01008","entD"," enterobactin synthetase component D ","EC:6.3.2.14"
"1709","K02371","K02371",0.101151553827847,0.643829421607199,1.85477740228072e-11,2.34694174033272e-10,0.472671117158329,"A09100","Metabolism",9103,"Lipid metabolism",61,"Fatty acid biosynthesis [PATH:ko00061","fabK"," enoyl-","acyl-carrier"
"1711","K02372","K02372",0.0947965479871892,0.625619921916218,4.4479695678954e-09,4.49985353855372e-08,0.292785106113884,"A09100","Metabolism",9103,"Lipid metabolism",61,"Fatty acid biosynthesis [PATH:ko00061","fabZ"," 3-hydroxyacyl-","acyl-carrier-protein"
"1714","K02377","K02377",-0.0972743846622068,0.379294231146083,1.72925422869952e-08,1.64545950950311e-07,-0.428749617530283,"A09100","Metabolism",9101,"Carbohydrate metabolism",51,"Fructose and mannose metabolism [PATH:ko00051","TSTA3, fcl"," GDP-L-fucose synthase ","EC:1.1.1.271"
"1717","K02379","K02379",0.0462214626450086,0.605970846711587,7.46041059021575e-07,5.8932039239304e-06,0.0400564466481779,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99982,"Energy metabolism","fdhD"," FdhD protein",""
"1718","K02380","K02380",-0.0515040181539347,0.414612822020229,6.66266288826822e-05,0.000344983403033092,-0.286688496409795,"A09190","Not Included in Pathway or Brite",9192,"Unclassified: genetic information processing",99975,"Protein processing","fdhE"," FdhE protein",""
"1719","K02381","K02381",-0.0254989745243653,0.437167427908169,0.00333622276376477,0.0102160318981631,-0.200755905852052,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99982,"Energy metabolism","fdrA"," FdrA protein",""
"1720","K02385","K02385",0.0446799731629996,0.583876000542667,8.92986339038457e-05,0.000443880851273683,0.304537090341576,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins [BR:ko02035","flbD"," flagellar protein FlbD",""
"1721","K02386","K02386",-0.0231176111032982,0.423058080465488,0.00032373982591416,0.00132389871835034,-0.233498253068295,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins [BR:ko02035","flgA"," flagellar basal body P-ring formation protein FlgA",""
"1723","K02387","K02387",0.0423058080199938,0.562474562474563,0.00352688354617532,0.0107249205279239,0.0857857930605267,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins [BR:ko02035","flgB"," flagellar basal-body rod protein FlgB",""
"1725","K02389","K02389",0.0400479724613765,0.557390825909344,0.00735726891196146,0.020611245276242,0.110918735023775,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins [BR:ko02035","flgD"," flagellar basal-body rod modification protein FlgD",""
"1727","K02390","K02390",0.0382244626391233,0.565990593768372,0.00205722097773947,0.00662864623090512,0.13464200032907,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins [BR:ko02035","flgE"," flagellar hook protein FlgE",""
"1729","K02391","K02391",-0.0234118344954312,0.435271861197787,0.00249567909778992,0.00786148805476917,-0.220960380088578,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins [BR:ko02035","flgF"," flagellar basal-body rod protein FlgF",""
"1731","K02392","K02392",0.101230200961822,0.600438655994212,2.72387530635136e-06,1.98764117446813e-05,0.336159553703521,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins [BR:ko02035","flgG"," flagellar basal-body rod protein FlgG",""
"1733","K02393","K02393",-0.0219414444103768,0.414111608556053,5.95460096772804e-05,0.000312992472583988,-0.220600458673367,"A09140","Cellular Processes",9142,"Cell motility",2040,"Flagellar assembly [PATH:ko02040","flgH"," flagellar L-ring protein FlgH",""
"1735","K02394","K02394",-0.0219400335249687,0.423981368425813,0.000383522904397804,0.00152639182696755,-0.234199438326586,"A09140","Cellular Processes",9142,"Cell motility",2040,"Flagellar assembly [PATH:ko02040","flgI"," flagellar P-ring protein FlgI",""
"1737","K02396","K02396",0.0840873383188775,0.583713954084324,9.24686999048846e-05,0.000457549236023931,0.278302185673641,"A09140","Cellular Processes",9142,"Cell motility",2040,"Flagellar assembly [PATH:ko02040","flgK"," flagellar hook-associated protein 1",""
"1739","K02397","K02397",0.0514561125942188,0.571828034790998,0.000795198002332431,0.00286367585096013,0.155088782930467,"A09140","Cellular Processes",9142,"Cell motility",2040,"Flagellar assembly [PATH:ko02040","flgL"," flagellar hook-associated protein 3 FlgL",""
"1741","K02398","K02398",0.068276273593831,0.579802227950376,0.000193869558999265,0.000856771734728173,0.187714617752196,"A09140","Cellular Processes",9145,"Cellular community - prokaryotes",2025,"Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025","flgM"," negative regulator of flagellin synthesis FlgM",""
"1746","K02399","K02399",-0.0280157819456772,0.441667043518895,0.00642219532867783,0.0182308892964786,-0.210360435697722,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins [BR:ko02035","flgN"," flagellar biosynthesis protein FlgN",""
"1748","K02400","K02400",0.0872193697212507,0.643697523327153,1.93484930928523e-11,2.44084171956195e-10,0.322611300852291,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2044,"Secretion system [BR:ko02044","flhA"," flagellar biosynthesis protein FlhA",""
"1751","K02401","K02401",0.04394048680482,0.570618339136858,0.000973848883544714,0.00340683437159382,0.08677621643034,"A09140","Cellular Processes",9142,"Cell motility",2040,"Flagellar assembly [PATH:ko02040","flhB"," flagellar biosynthesis protein FlhB",""
"1754","K02402","K02402",-0.0202508698599809,0.427229834637242,0.000670730708510092,0.00247101941551107,-0.228677042105613,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins [BR:ko02035","flhC"," flagellar transcriptional activator FlhC",""
"1759","K02404","K02404",0.0522178436361326,0.615222568926273,7.3982097816298e-08,6.59502083959847e-07,0.285837548393497,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins [BR:ko02035","flhF"," flagellar biosynthesis protein FlhF",""
"1760","K02405","K02405",0.058478883930479,0.591006044709748,2.13676784732602e-05,0.000126624406383178,0.177848626470912,"A09140","Cellular Processes",9145,"Cellular community - prokaryotes",5111,"Biofilm formation - Vibrio cholerae [PATH:ko05111","fliA, whiG"," RNA polymerase sigma factor FliA",""
"1767","K02406","K02406",0.176881950180187,0.657558148298889,1.86453096799451e-13,2.8908910315684e-12,0.445174787471433,"A09140","Cellular Processes",9142,"Cell motility",2040,"Flagellar assembly [PATH:ko02040","fliC, hag"," flagellin",""
"1775","K02407","K02407",0.13929452925378,0.645875729209063,9.58616539089561e-12,1.2451546496817e-10,0.402847079866646,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins [BR:ko02035","fliD"," flagellar hook-associated protein 2",""
"1777","K02408","K02408",0.0550283040489123,0.574326565067306,0.000518236887119428,0.00197024672244582,0.192548522239461,"A09140","Cellular Processes",9142,"Cell motility",2040,"Flagellar assembly [PATH:ko02040","fliE"," flagellar hook-basal body complex protein FliE",""
"1779","K02409","K02409",0.0412466023642122,0.562866488792415,0.00332533365975529,0.0101939352176445,0.0938322196610077,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins [BR:ko02035","fliF"," flagellar M-ring protein FliF",""
"1782","K02410","K02410",0.07716364106886,0.614216373475633,9.6046368113059e-08,8.48019152607985e-07,0.290175653695951,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins [BR:ko02035","fliG"," flagellar motor switch protein FliG",""
"1785","K02412","K02412",0.0513162958114863,0.578709356487134,0.000237080282396459,0.00101801466283286,0.14833135109151,"A09140","Cellular Processes",9142,"Cell motility",2040,"Flagellar assembly [PATH:ko02040","fliI"," flagellum-specific ATP synthase ","EC:7.4.2.8"
"1788","K02413","K02413",0.0335855038639179,0.556207509911214,0.00866584886799184,0.0239071761679589,0.0380972454117831,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins [BR:ko02035","fliJ"," flagellar protein FliJ",""
"1790","K02418","K02418",0.0462661353784514,0.572743785706749,0.000680667079999056,0.00250098592589238,0.166807171015363,"A09140","Cellular Processes",9142,"Cell motility",2040,"Flagellar assembly [PATH:ko02040","fliO, fliZ"," flagellar protein FliO/FliZ",""
"1793","K02419","K02419",0.0436952849691413,0.56671791856977,0.00183439095889521,0.00596840137700725,0.117408916943137,"A09140","Cellular Processes",9142,"Cell motility",2040,"Flagellar assembly [PATH:ko02040","fliP"," flagellar biosynthesis protein FliP",""
"1796","K02421","K02421",0.0494186552698837,0.581358627654924,0.000144958046338492,0.000667544631534447,0.114143674169106,"A09140","Cellular Processes",9142,"Cell motility",2040,"Flagellar assembly [PATH:ko02040","fliR"," flagellar biosynthesis protein FliR",""
"1799","K02422","K02422",0.0870180196777407,0.584923649738465,7.30751180203198e-05,0.000375106925177055,0.192457884495298,"A09140","Cellular Processes",9142,"Cell motility",2040,"Flagellar assembly [PATH:ko02040","fliS"," flagellar secretion chaperone FliS",""
"1801","K02423","K02423",-0.0303695831690982,0.43828667902742,0.0039203434795736,0.0117709267259033,-0.213813520977201,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins [BR:ko02035","fliT"," flagellar protein FliT",""
"1803","K02424","K02424",0.0820921887212749,0.647141952697508,6.34331710996022e-12,8.39657523967071e-11,0.499572514916758,"A09130","Environmental Information Processing",9131,"Membrane transport",2010,"ABC transporters [PATH:ko02010","fliY, tcyA"," L-cystine transport system substrate-binding protein",""
"1807","K02425","K02425",-0.020559409701489,0.434574684574685,0.00222961834132418,0.00712621969668527,-0.227640518429091,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins [BR:ko02035","fliZ"," regulator of sigma S factor FliZ",""
"1810","K02426","K02426",-0.150541992575464,0.314027193656823,0,0,-0.537366104620848,"A09190","Not Included in Pathway or Brite",9194,"Poorly characterized",99996,"General function prediction only","sufE"," cysteine desulfuration protein SufE",""
"1811","K02427","K02427",-0.0565597328449897,0.435200259274333,0.00247456671578328,0.0078072157921984,-0.27879747733408,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3009,"Ribosome biogenesis [BR:ko03009","rlmE, rrmJ, ftsJ"," 23S rRNA (uridine2552-2'-O)-methyltransferase ","EC:2.1.1.166"
"1812","K02428","K02428",-0.0568574605958744,0.399365380846862,2.6046219985254e-06,1.90898615842628e-05,-0.310666044814622,"A09100","Metabolism",9104,"Nucleotide metabolism",230,"Purine metabolism [PATH:ko00230","rdgB"," XTP/dITP diphosphohydrolase ","EC:3.6.1.66"
"1813","K02429","K02429",-0.122952933403007,0.366624459217052,4.70001593200209e-10,5.13547672570202e-09,-0.442532856591483,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","fucP"," MFS transporter, FHS family, L-fucose permease",""
"1814","K02430","K02430",-0.0244945163175061,0.44688267836416,0.0130858470896562,0.0344569142531555,-0.19414524872106,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","fucR"," DeoR family transcriptional regulator, L-fucose operon activator",""
"1815","K02433","K02433",0.123678459121746,0.64722862871011,6.16588027559854e-12,8.17470050551489e-11,0.373456077559757,"A09120","Genetic Information Processing",9122,"Translation",970,"Aminoacyl-tRNA biosynthesis [PATH:ko00970","gatA, QRSL1"," aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A ","EC:6.3.5.6"
"1817","K02434","K02434",0.130552169795199,0.65619394323098,2.99870647717e-13,4.58114314292062e-12,0.377448075690492,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3029,"Mitochondrial biogenesis [BR:ko03029","gatB, PET112"," aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B ","EC:6.3.5.6"
"1819","K02435","K02435",0.131779277315814,0.64017395498877,5.8979602792346e-11,7.0353033359466e-10,0.294419141379809,"A09120","Genetic Information Processing",9122,"Translation",970,"Aminoacyl-tRNA biosynthesis [PATH:ko00970","gatC, GATC"," aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C ","EC:6.3.5.6"
"1821","K02437","K02437",-0.13290097299721,0.295391850947406,0,0,-0.631043837758376,"A09100","Metabolism",9105,"Amino acid metabolism",260,"Glycine, serine and threonine metabolism [PATH:ko00260","gcvH, GCSH"," glycine cleavage system H protein",""
"1823","K02438","K02438",0.0799118547891592,0.608066145103182,4.49206540984359e-07,3.64887186364465e-06,0.255713518282918,"A09100","Metabolism",9101,"Carbohydrate metabolism",500,"Starch and sucrose metabolism [PATH:ko00500","glgX"," glycogen debranching enzyme ","EC:3.2.1.196"
"1824","K02441","K02441",-0.0592318166722388,0.40935196490752,2.29925961094946e-05,0.000135195166107099,-0.297457750374934,"A09190","Not Included in Pathway or Brite",9194,"Poorly characterized",99996,"General function prediction only","glpG"," GlpG protein",""
"1825","K02443","K02443",0.0134172636797678,0.554210193099082,0.0113368068497519,0.0303603260955402,0.0418509300255695,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","glpP"," glycerol uptake operon antiterminator",""
"1826","K02446","K02446",-0.0406683589349421,0.434996759070833,0.00239828086824057,0.00759820643415942,-0.231833353060325,"A09100","Metabolism",9101,"Carbohydrate metabolism",30,"Pentose phosphate pathway [PATH:ko00030","glpX"," fructose-1,6-bisphosphatase II ","EC:3.1.3.11"
"1831","K02450","K02450",-0.0128709081946108,0.448582281915615,0.0162531792474954,0.0418053662077993,-0.193208680212705,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2044,"Secretion system [BR:ko02044","gspA"," general secretion pathway protein A",""
"1832","K02451","K02451",-0.0213637265864883,0.449920107327515,0.0190938062438657,0.0483353696523034,-0.231644742133021,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2044,"Secretion system [BR:ko02044","gspB"," general secretion pathway protein B",""
"1833","K02453","K02453",-0.0237818398761318,0.445857640302085,0.0114358117868958,0.0306057759362566,-0.204329989387859,"A09140","Cellular Processes",9145,"Cellular community - prokaryotes",5111,"Biofilm formation - Vibrio cholerae [PATH:ko05111","gspD"," general secretion pathway protein D",""
"1836","K02454","K02454",-0.038191493415981,0.440513875699061,0.00546152055744376,0.0157891042226655,-0.243603596886398,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2044,"Secretion system [BR:ko02044","gspE"," general secretion pathway protein E ","EC:7.4.2.8"
"1839","K02455","K02455",-0.0266861535571187,0.435584648547611,0.00261358653568311,0.00818995916300247,-0.251310432920148,"A09130","Environmental Information Processing",9131,"Membrane transport",3070,"Bacterial secretion system [PATH:ko03070","gspF"," general secretion pathway protein F",""
"1842","K02456","K02456",-0.0485144060895529,0.421237884200847,0.000232345406961931,0.00100129806333594,-0.289813545799797,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2044,"Secretion system [BR:ko02044","gspG"," general secretion pathway protein G",""
"1845","K02457","K02457",-0.0197239554588151,0.444406759221574,0.00932613186228148,0.0255173755784935,-0.190436448190521,"A09140","Cellular Processes",9145,"Cellular community - prokaryotes",5111,"Biofilm formation - Vibrio cholerae [PATH:ko05111","gspH"," general secretion pathway protein H",""
"1848","K02458","K02458",-0.0277184548374786,0.419206650688132,0.000157126947804009,0.000713325500226926,-0.230116953032746,"A09130","Environmental Information Processing",9131,"Membrane transport",3070,"Bacterial secretion system [PATH:ko03070","gspI"," general secretion pathway protein I",""
"1851","K02460","K02460",-0.0301194020623604,0.416417944195722,9.39097016956492e-05,0.000463206265591217,-0.243779957086886,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2044,"Secretion system [BR:ko02044","gspK"," general secretion pathway protein K",""
"1854","K02462","K02462",-0.0350947979152691,0.402964319630986,5.69870253541715e-06,3.87959094929544e-05,-0.233544272573439,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2044,"Secretion system [BR:ko02044","gspM"," general secretion pathway protein M",""
"1857","K02463","K02463",-0.00331172842809386,0.438595697854957,0.00386587895546664,0.0116409794514341,-0.200263150078453,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2044,"Secretion system [BR:ko02044","gspN"," general secretion pathway protein N",""
"1859","K02464","K02464",-0.00886036663989674,0.441422089570238,0.00613550108843119,0.0175306046884963,-0.190359268147378,"A09130","Environmental Information Processing",9131,"Membrane transport",3070,"Bacterial secretion system [PATH:ko03070","gspO"," general secretion pathway protein O ","EC:3.4.23.43"
"1862","K02466","K02466",-0.0399702603920511,0.41858484451077,0.000141569263671038,0.000654475363742755,-0.266544214343977,"A09190","Not Included in Pathway or Brite",9192,"Unclassified: genetic information processing",99973,"Transcription","gutM"," glucitol operon activator protein",""
"1863","K02467","K02467",-0.039100580999542,0.417017139239361,0.0001060357686129,0.000512096177187358,-0.258675817116029,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99980,"Enzymes with EC numbers","gutQ"," arabinose 5-phosphate isomerase ","EC:5.3.1.13"
"1864","K02468","K02468",-0.0275440673699366,0.433120034971887,0.00178099862393943,0.0058148237401877,-0.225433817509891,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","srlR, gutR"," DeoR family transcriptional regulator, glucitol operon repressor",""
"1865","K02469","K02469",0.0914050700526322,0.672816895039117,6.98574974697784e-16,1.3948046137491e-14,0.385377704520999,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3400,"DNA repair and recombination proteins [BR:ko03400","gyrA"," DNA gyrase subunit A ","EC:5.6.2.2"
"1867","K02470","K02470",0.164397874135703,0.730309471050212,5.56829586670224e-27,2.99107299265567e-25,0.872622909396879,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3400,"DNA repair and recombination proteins [BR:ko03400","gyrB"," DNA gyrase subunit B ","EC:5.6.2.2"
"1869","K02472","K02472",-0.107843226867479,0.352217398513695,5.14077669322432e-12,6.88136764433854e-11,-0.432094535813631,"A09140","Cellular Processes",9145,"Cellular community - prokaryotes",5111,"Biofilm formation - Vibrio cholerae [PATH:ko05111","wecC"," UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase ","EC:1.1.1.336"
"1873","K02476","K02476",-0.000316423818100846,0.466200123607531,0.00597546515885661,0.0171144557663021,-0.112065986806633,"A09180","Brite Hierarchies",9181,"Protein families: metabolism",1001,"Protein kinases [BR:ko01001","K02476"," two-component system, CitB family, sensor kinase ","EC:2.7.13.3"
"1875","K02477","K02477",-0.0665728089836623,0.428217187476447,0.000801288091412999,0.00288186809896528,-0.273441948599978,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2022,"Two-component system [BR:ko02022","K02477"," two-component system, LytTR family, response regulator",""
"1876","K02478","K02478",-0.0429204198902206,0.42402282217097,0.000387507738326409,0.00153876379367869,-0.235380651849709,"A09180","Brite Hierarchies",9181,"Protein families: metabolism",1001,"Protein kinases [BR:ko01001","K02478"," two-component system, LytTR family, sensor kinase ","EC:2.7.13.3"
"1878","K02482","K02482",0,0.478835978835979,9.83965464367298e-05,0.000480780308469608,-0.136297851608029,"A09180","Brite Hierarchies",9181,"Protein families: metabolism",1001,"Protein kinases [BR:ko01001","flgS"," two-component system, NtrC family, sensor kinase ","EC:2.7.13.3"
"1880","K02483","K02483",0.020862676750185,0.568315772019476,0.00141709974539666,0.00473465990376107,0.0731119002948934,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2022,"Two-component system [BR:ko02022","K02483"," two-component system, OmpR family, response regulator",""
"1881","K02484","K02484",-0.0616757506535399,0.405153831079757,9.44737901864556e-06,6.09758741932116e-05,-0.331539446370274,"A09180","Brite Hierarchies",9181,"Protein families: metabolism",1001,"Protein kinases [BR:ko01001","K02484"," two-component system, OmpR family, sensor kinase ","EC:2.7.13.3"
"1883","K02494","K02494",-0.0370037600081862,0.422206394428617,0.000278967534028007,0.00116853008935283,-0.275332334584607,"A09190","Not Included in Pathway or Brite",9193,"Unclassified: signaling and cellular processes",99992,"Structural proteins","lolB"," outer membrane lipoprotein LolB",""
"1884","K02496","K02496",-0.0267363450162186,0.433979258053332,0.00204099586089779,0.00659064298298822,-0.262914848158678,"A09100","Metabolism",9108,"Metabolism of cofactors and vitamins",860,"Porphyrin metabolism [PATH:ko00860","hemX"," uroporphyrin-III C-methyltransferase ","EC:2.1.1.107"
"1885","K02498","K02498",-0.0361594800140548,0.443389258204073,0.00819184094979231,0.0227350892493236,-0.229865203680336,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99987,"Cofactor metabolism","hemY"," HemY protein",""
"1886","K02499","K02499",0.0419486276526199,0.599315636352673,3.51509357942585e-06,2.50570797451195e-05,0.279304855022394,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3036,"Chromosome and associated proteins [BR:ko03036","yabN"," tetrapyrrole methylase family protein / MazG family protein",""
"1887","K02500","K02500",-0.0249086349836629,0.434736731033027,0.00230464035006284,0.00733222604303522,-0.18462880133973,"A09100","Metabolism",9105,"Amino acid metabolism",340,"Histidine metabolism [PATH:ko00340","hisF"," imidazole glycerol-phosphate synthase subunit HisF ","EC:4.3.2.10"
"1888","K02501","K02501",-0.0278052095651336,0.443811332700222,0.00868828951054024,0.0239611455663326,-0.189472599376941,"A09100","Metabolism",9105,"Amino acid metabolism",340,"Histidine metabolism [PATH:ko00340","hisH"," imidazole glycerol-phosphate synthase subunit HisH ","EC:4.3.2.10"
"1889","K02502","K02502",0.134719972439516,0.674505193023712,3.65089381617526e-16,7.63752309383799e-15,0.589959656239821,"A09100","Metabolism",9105,"Amino acid metabolism",340,"Histidine metabolism [PATH:ko00340","hisZ"," ATP phosphoribosyltransferase regulatory subunit",""
"1890","K02503","K02503",0.0684618314620925,0.613718928533743,1.09134337126506e-07,9.53465362975121e-07,0.318893228736442,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",4147,"Exosome [BR:ko04147","HINT1, hinT, hit"," histidine triad (HIT) family protein",""
"1891","K02505","K02505",-0.0269349514969625,0.4480923740183,0.0153302005486251,0.0396395185614449,-0.227577179148618,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2044,"Secretion system [BR:ko02044","hofC"," protein transport protein HofC",""
"1892","K02510","K02510",-0.0104966084316064,0.407520463076019,1.41664836548205e-05,8.81540679447203e-05,-0.226190669872668,"A09100","Metabolism",9105,"Amino acid metabolism",350,"Tyrosine metabolism [PATH:ko00350","hpaI, hpcH"," 4-hydroxy-2-oxoheptanedioate aldolase ","EC:4.1.2.52"
"1893","K02517","K02517",-0.051171406788157,0.438316827205716,0.00396815416175955,0.0119016035845857,-0.253617699470768,"A09100","Metabolism",9107,"Glycan biosynthesis and metabolism",540,"Lipopolysaccharide biosynthesis [PATH:ko00540","lpxL, htrB"," Kdo2-lipid IVA lauroyltransferase/acyltransferase ","EC:2.3.1.241"
"1895","K02518","K02518",-0.0763890275000099,0.345837290281735,6.03961325396085e-13,9.01179569040825e-12,-0.472561856500137,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3012,"Translation factors [BR:ko03012","infA"," translation initiation factor IF-1",""
"1896","K02520","K02520",-0.0821621239325643,0.353683353683354,8.30580049182572e-12,1.08391998267933e-10,-0.461194846258031,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3012,"Translation factors [BR:ko03012","infC, MTIF3"," translation initiation factor IF-3",""
"1898","K02521","K02521",-0.0440062775067761,0.425662129365833,0.000516370403214506,0.00196674289897712,-0.269589192846492,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","ilvY"," LysR family transcriptional regulator, positive regulator for ilvC",""
"1899","K02523","K02523",-0.147226860033448,0.305883416994528,0,0,-0.605341781998462,"A09180","Brite Hierarchies",9181,"Protein families: metabolism",1006,"Prenyltransferases [BR:ko01006","ispB"," octaprenyl-diphosphate synthase ","EC:2.5.1.90"
"1901","K02525","K02525",-0.0158328044299867,0.434699045810157,0.00071079068415858,0.00259108723130663,-0.190174409887441,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","kdgR"," LacI family transcriptional regulator, kdg operon repressor",""
"1902","K02526","K02526",-0.0334306544963137,0.416097619801324,8.88357292780917e-05,0.000442636913207296,-0.253308989961545,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","kdgT"," 2-keto-3-deoxygluconate permease",""
"1903","K02527","K02527",-0.153626435716113,0.2929799966837,0,0,-0.657124534230475,"A09180","Brite Hierarchies",9181,"Protein families: metabolism",1005,"Lipopolysaccharide biosynthesis proteins [BR:ko01005","kdtA, waaA"," 3-deoxy-D-manno-octulosonic-acid transferase ","EC:2.4.99.12"
"1905","K02529","K02529",0.0509723716858527,0.563816156408749,0.0028797065233039,0.00896315383664608,0.169179240378884,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","lacI, galR"," LacI family transcriptional regulator",""
"1906","K02532","K02532",-0.0415346765759849,0.441376867302793,0.00618366278179239,0.0176379500929097,-0.243513395815163,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","lacY"," MFS transporter, OHS family, lactose permease",""
"1907","K02533","K02533",-0.0193944586653598,0.427312742127557,0.000679197448200108,0.00249668783828437,-0.251480966325911,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3016,"Transfer RNA biogenesis [BR:ko03016","lasT"," tRNA/rRNA methyltransferase ","EC:2.1.1.-"
