"","KO","KO_ID","fc","auroc","p.val","p.adj","cohen.d","ID","L1","id1","L2","id2","L3","gene","protein","EC"
"3911","K07704","K07704",0.00616166626693402,0.553456488641674,0.0125203880544398,0.0332201245829401,0.119782511534582,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2022,"Two-component system [BR:ko02022","lytS"," two-component system, LytTR family, sensor histidine kinase LytS ","EC:2.7.13.3"
"3914","K07705","K07705",0.050180146614672,0.683334840742248,1.07173926235381e-17,2.53502872112439e-16,0.514214202789774,"A09130","Environmental Information Processing",9132,"Signal transduction",2020,"Two-component system [PATH:ko02020","lytT, lytR"," two-component system, LytTR family, response regulator LytT",""
"3916","K07706","K07706",0.0308179652518414,0.567558299039781,0.00160031152342321,0.00527899910618923,0.205718282615967,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2022,"Two-component system [BR:ko02022","agrC, blpH, fsrC"," two-component system, LytTR family, sensor histidine kinase AgrC ","EC:2.7.13.3"
"3920","K07708","K07708",-0.0580991383199811,0.42062361506806,0.000209426831767168,0.000915802416645713,-0.291088330957511,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2022,"Two-component system [BR:ko02022","glnL, ntrB"," two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL ","EC:2.7.13.3"
"3923","K07709","K07709",-0.0555812341992799,0.42525889748112,0.000481518798250535,0.00184922763571677,-0.291113433041787,"A09130","Environmental Information Processing",9132,"Signal transduction",2020,"Two-component system [PATH:ko02020","zraS, hydH"," two-component system, NtrC family, sensor histidine kinase HydH ","EC:2.7.13.3"
"3926","K07710","K07710",-0.0230079749315966,0.446731937472678,0.012836970791988,0.0339239948814757,-0.227791833864652,"A09130","Environmental Information Processing",9132,"Signal transduction",2020,"Two-component system [PATH:ko02020","atoS"," two-component system, NtrC family, sensor histidine kinase AtoS ","EC:2.7.13.3"
"3929","K07711","K07711",-0.0195337561881208,0.448861152564856,0.0169125420581919,0.043367362234834,-0.190684836359814,"A09130","Environmental Information Processing",9132,"Signal transduction",2020,"Two-component system [PATH:ko02020","glrK, qseE"," two-component system, NtrC family, sensor histidine kinase GlrK ","EC:2.7.13.3"
"3933","K07712","K07712",-0.0501761594583305,0.427764964802002,0.00074181026303477,0.00268921148461969,-0.287965779832926,"A09130","Environmental Information Processing",9132,"Signal transduction",2020,"Two-component system [PATH:ko02020","glnG, ntrC"," two-component system, NtrC family, nitrogen regulation response regulator GlnG",""
"3935","K07713","K07713",-0.0789663282878432,0.395883266253637,1.15980722714681e-06,8.90826104540994e-06,-0.345976908364597,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2022,"Two-component system [BR:ko02022","zraR, hydG"," two-component system, NtrC family, response regulator HydG",""
"3937","K07714","K07714",-0.0209205094212918,0.439145902108865,0.00446933347257872,0.0131956278342874,-0.223265318871541,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2022,"Two-component system [BR:ko02022","atoC"," two-component system, NtrC family, response regulator AtoC",""
"3939","K07715","K07715",-0.0545799381424654,0.406947647688388,1.38623144543271e-05,8.63904417265922e-05,-0.297177053403755,"A09130","Environmental Information Processing",9132,"Signal transduction",2020,"Two-component system [PATH:ko02020","glrR, qseF"," two-component system, NtrC family, response regulator GlrR",""
"3942","K07717","K07717",0.00279998224627357,0.58067652512097,0.000153152747070275,0.000698329557561396,0.197981917765907,"A09130","Environmental Information Processing",9132,"Signal transduction",2020,"Two-component system [PATH:ko02020","glnK"," two-component system, sensor histidine kinase GlnK ","EC:2.7.13.3"
"3945","K07718","K07718",0.228035278224617,0.711610063461915,4.96006184674585e-23,1.98545552576952e-21,0.684022442851712,"A09180","Brite Hierarchies",9181,"Protein families: metabolism",1001,"Protein kinases [BR:ko01001","yesM"," two-component system, sensor histidine kinase YesM ","EC:2.7.13.3"
"3948","K07719","K07719",0.00311197070521227,0.55358838692172,0.0120903773210759,0.0321920312041182,0.0487399896624197,"A09130","Environmental Information Processing",9132,"Signal transduction",2020,"Two-component system [PATH:ko02020","glnL"," two-component system, response regulator GlnL",""
"3950","K07720","K07720",0.221795353250739,0.698307179788661,2.02153435042024e-20,6.32755451187929e-19,0.639413376770574,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2022,"Two-component system [BR:ko02022","yesN"," two-component system, response regulator YesN",""
"3952","K07721","K07721",0.00362448177705515,0.561773617329173,0.000248630942991718,0.0010610254172482,0.128786338234408,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","K07721"," ArsR family transcriptional regulator",""
"3953","K07722","K07722",-0.086441057375113,0.393049337493782,5.89170766840397e-07,4.69869329953366e-06,-0.357370391546876,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","nikR"," CopG family transcriptional regulator, nickel-responsive regulator",""
"3954","K07723","K07723",0,0.490740740740741,0.0104659375583795,0.0282736522099507,-0.103254463858248,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","ndoAI"," CopG family transcriptional regulator / antitoxin EndoAI",""
"3956","K07724","K07724",-0.0266107267083153,0.433911424652165,0.00199860877329261,0.00645728236182936,-0.228944715144469,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","ner, nlp, sfsB"," Ner family transcriptional regulator",""
"3957","K07726","K07726",0.0314287229225556,0.552412607968163,0.0143756943798534,0.0373636311735713,-0.0176596604295258,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","K07726"," putative transcriptional regulator",""
"3958","K07727","K07727",0.062370999868054,0.590060145615701,2.60018998864866e-05,0.000151181437468497,0.272657159086049,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","K07727"," putative transcriptional regulator",""
"3959","K07728","K07728",0.00742927287139667,0.576512307993789,0.00033941704994582,0.00137651551770526,0.0662800227876257,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","K07728"," putative transcriptional regulator",""
"3960","K07729","K07729",0.172495314662718,0.693641749197305,1.51991410384538e-19,4.3190460165927e-18,0.713341038098922,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","K07729"," putative transcriptional regulator",""
"3961","K07731","K07731",0,0.513140837214911,0.0125709036508888,0.0333222998399554,0.49947391302454,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","K07731"," putative transcriptional regulator",""
"3962","K07732","K07732",0.00819336682657928,0.572506368802665,0.00066735074918641,0.00246183532907667,0.108921359755534,"A09100","Metabolism",9108,"Metabolism of cofactors and vitamins",740,"Riboflavin metabolism [PATH:ko00740","rfk"," riboflavin kinase, archaea type ","EC:2.7.1.161"
"3963","K07735","K07735",-0.159959290778156,0.289603400714512,0,0,-0.647326611162954,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","algH"," putative transcriptional regulator",""
"3964","K07736","K07736",0.17502085654431,0.708983403427848,1.67500858412089e-22,6.42678408819841e-21,0.793415344199616,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","carD"," CarD family transcriptional regulator",""
"3965","K07738","K07738",0.0910815528288604,0.62060025022988,1.77941344583422e-08,1.69125529109769e-07,0.266444073251597,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","nrdR"," transcriptional repressor NrdR",""
"3966","K07739","K07739",0.0133455289981678,0.615282865282865,7.14854028973606e-08,6.39299102603034e-07,0.093907818914669,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3016,"Transfer RNA biogenesis [BR:ko03016","ELP3, KAT9"," elongator complex protein 3 ","EC:2.3.1.48"
"3968","K07740","K07740",-0.0543301947057361,0.405854776225147,1.08797718212372e-05,6.90960947243487e-05,-0.30116171620139,"A09190","Not Included in Pathway or Brite",9192,"Unclassified: genetic information processing",99973,"Transcription","rsd"," regulator of sigma D",""
"3969","K07742","K07742",0.159885237826483,0.69355884170699,1.57471891574962e-19,4.45956111990862e-18,0.764910617838118,"A09190","Not Included in Pathway or Brite",9194,"Poorly characterized",99997,"Function unknown","ylxR"," uncharacterized protein",""
